שם לקוח,שירות מוצע,סכום מוצע,תאריך שליחת הצעה,סטטוס,תאריך פולואו אפ,הערות
קבוצת שפונדר פדלון,עיצוב באנרים,"1,200",28/06/25,נשלחה הצעה,06/07/25,
